HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID	pmid_count
HGNC:7881	NOTCH1	4851	ENSG00000148400	1262
HGNC:10672	CXCL12	6387	ENSG00000107562	1259
HGNC:795	ATM	472	ENSG00000149311	1232
HGNC:6153	ITGB1	3688	ENSG00000150093	1232
HGNC:9884	RB1	5925	ENSG00000139687	1206
HGNC:4617	GSK3B	2932	ENSG00000082701	1205
HGNC:593	BIRC5	332	ENSG00000089685	1189
HGNC:7782	NFE2L2	4780	ENSG00000116044	1176
HGNC:5981	IL17A	3605	ENSG00000112115	1176
HGNC:12828	XRCC1	7515	ENSG00000073050	1170
HGNC:14929	SIRT1	23411	ENSG00000096717	1169
HGNC:5344	ICAM1	3383	ENSG00000090339	1168
HGNC:11920	FAS	355	ENSG00000026103	1165
HGNC:1681	CD44	960	ENSG00000026508	1161
HGNC:6014	IL4	3565	ENSG00000113520	1159
HGNC:3023	DRD2	1813	ENSG00000149295	1158
HGNC:6204	JUN	3725	ENSG00000177606	1151
HGNC:3468	ESR2	2100	ENSG00000140009	1131
HGNC:3373	EP300	2033	ENSG00000100393	1129
HGNC:6156	ITGB3	3690	ENSG00000259207	1117
HGNC:1504	CASP3	836	ENSG00000164305	1115
HGNC:9204	PON1	5444	ENSG00000005421	1113
HGNC:31586	MIR21	406991	ENSG00000284190	1106
HGNC:2505	CTLA4	1493	ENSG00000163599	1103
HGNC:17635	CD274	29126	ENSG00000120217	1100
HGNC:11205	SP1	6667	ENSG00000185591	1098
HGNC:9801	RAC1	5879	ENSG00000136238	1091
HGNC:11179	SOD1	6647	ENSG00000142168	1083
HGNC:12468	UBC	7316	ENSG00000150991	1072
HGNC:7978	NR3C1	2908	ENSG00000113580	1069
HGNC:2595	CYP1A1	1543	ENSG00000140465	1063
HGNC:270	PARP1	142	ENSG00000143799	1055
HGNC:5465	IGF1R	3480	ENSG00000140443	1044
HGNC:333	AGT	183	ENSG00000135744	1044
HGNC:286	ADRB2	154	ENSG00000169252	1025
HGNC:6342	KIT	3815	ENSG00000157404	1018
HGNC:4852	HDAC1	3065	ENSG00000116478	1011
HGNC:5253	HSP90AA1	3320	ENSG00000080824	1011
HGNC:959	BAX	581	ENSG00000087088	996
HGNC:4983	HMGB1	3146	ENSG00000189403	993
HGNC:7940	NPPB	4879	ENSG00000120937	987
HGNC:5013	HMOX1	3162	ENSG00000100292	986
HGNC:1785	CDKN1B	1027	ENSG00000111276	984
HGNC:6000	IL1RN	3557	ENSG00000136689	978
HGNC:3527	EZH2	2146	ENSG00000106462	972
HGNC:600	APOA1	335	ENSG00000118137	972
HGNC:2625	CYP2D6	1565	ENSG00000100197	970
HGNC:11255	SPP1	6696	ENSG00000118785	966
HGNC:6881	MAPK8	5599	ENSG00000107643	963
HGNC:5986	IL18	3606	ENSG00000150782	962
HGNC:4933	HLA-C	3107	ENSG00000204525	952
HGNC:2621	CYP2C19	1557	ENSG00000165841	949
HGNC:7127	MLH1	4292	ENSG00000076242	942
HGNC:667	RHOA	387	ENSG00000067560	941
HGNC:6307	KDR	3791	ENSG00000128052	940
HGNC:1527	CAV1	857	ENSG00000105974	939
HGNC:4886	HFE	3077	ENSG00000010704	938
HGNC:5991	IL1A	3552	ENSG00000115008	918
HGNC:7155	MMP1	4312	ENSG00000196611	912
HGNC:6106	FOXP3	50943	ENSG00000049768	906
HGNC:336	AGTR1	185	ENSG00000144891	902
HGNC:9611	PTK2	5747	ENSG00000169398	896
HGNC:5331	NOD2	64127	ENSG00000167207	892
HGNC:6081	INS	3630	ENSG00000254647	882
HGNC:12726	VWF	7450	ENSG00000110799	879
HGNC:2623	CYP2C9	1559	ENSG00000138109	877
HGNC:11180	SOD2	6648	ENSG00000112096	872
HGNC:11362	STAT1	6772	ENSG00000115415	867
HGNC:9393	PRKCA	5578	ENSG00000154229	859
HGNC:18618	LRRK2	120892	ENSG00000188906	856
HGNC:320	AGER	177	ENSG00000204305	849
HGNC:2637	CYP3A4	1576	ENSG00000160868	845
HGNC:9967	RET	5979	ENSG00000165731	842
HGNC:4964	HLA-G	3135	ENSG00000204632	835
HGNC:3434	ERCC2	2068	ENSG00000104884	834
HGNC:1509	CASP8	841	ENSG00000064012	833
HGNC:1722	CDK1	983	ENSG00000170312	830
HGNC:583	APC	324	ENSG00000134982	822
HGNC:18129	GHRL	51738	ENSG00000157017	818
HGNC:2348	CREBBP	1387	ENSG00000005339	816
HGNC:3176	EDN1	1906	ENSG00000078401	816
HGNC:4566	GRB2	2885	ENSG00000177885	815
HGNC:76	ABL1	25	ENSG00000097007	809
HGNC:11049	SLC6A3	6531	ENSG00000142319	804
HGNC:6001	IL2	3558	ENSG00000109471	798
HGNC:6769	SMAD3	4088	ENSG00000166949	797
HGNC:15979	TP63	8626	ENSG00000073282	792
HGNC:4942	HLA-DQA1	3117	ENSG00000196735	788
HGNC:603	APOB	338	ENSG00000084674	785
HGNC:7508	MUC1	4582	ENSG00000185499	782
HGNC:74	ABCG2	9429	ENSG00000118777	777
HGNC:4883	CFH	3075	ENSG00000000971	774
HGNC:7873	NOS2	4843	ENSG00000007171	773
HGNC:3676	FGF2	2247	ENSG00000138685	773
HGNC:7910	NPM1	4869	ENSG00000181163	772
HGNC:1771	CDK2	1017	ENSG00000123374	772
HGNC:8607	PRKN	5071	ENSG00000185345	767
HGNC:7325	MSH2	4436	ENSG00000095002	761
HGNC:4284	GJB2	2706	ENSG00000165474	761
HGNC:3113	E2F1	1869	ENSG00000101412	758
HGNC:6636	LMNA	4000	ENSG00000160789	757
HGNC:8979	PIK3R1	5295	ENSG00000145675	756
HGNC:6922	MBL2	4153	ENSG00000165471	754
HGNC:7107	MKI67	4288	ENSG00000148773	752
HGNC:9449	PRNP	5621	ENSG00000171867	751
HGNC:2594	CYP19A1	1588	ENSG00000137869	751
HGNC:9644	PTPN11	5781	ENSG00000179295	751
HGNC:4827	HBB	3043	ENSG00000244734	745
HGNC:4893	HGF	3082	ENSG00000019991	742
HGNC:12687	VHL	7428	ENSG00000134086	740
HGNC:5173	HRAS	3265	ENSG00000174775	739
HGNC:6547	LDLR	3949	ENSG00000130164	738
HGNC:9508	PSEN1	5663	ENSG00000080815	733
HGNC:1628	CD14	929	ENSG00000170458	733
HGNC:16262	YAP1	10413	ENSG00000137693	733
HGNC:24678	FTO	79068	ENSG00000140718	732
HGNC:2457	CSNK2A1	1457	ENSG00000101266	727
HGNC:8729	PCNA	5111	ENSG00000132646	726
HGNC:6563	LGALS3	3958	ENSG00000131981	724
HGNC:8760	PDCD1	5133	ENSG00000188389	718
HGNC:2197	COL1A1	1277	ENSG00000108821	718
HGNC:6677	LPL	4023	ENSG00000175445	716
HGNC:11916	TNFRSF1A	7132	ENSG00000067182	714
HGNC:5238	HSPA5	3309	ENSG00000044574	713
HGNC:29	ABCA1	19	ENSG00000165029	713
HGNC:8910	PGR	5241	ENSG00000082175	713
